name,rating,total_votes,user_reviews,critic_reviews,tags,storyLine,keyWords
Cooties,5.7,26K,130,132,Action;Comedy;Horror,"COOTIES is a horror comedy with unexpected laughs and unapologetic thrills. When a cafeteria food virus turns elementary school children into killer zombies, a group of misfit teachers must band together to escape the playground carnage. The film stars Elijah Wood (The Hobbit, Lord of the Rings), Rainn Wilson (""The Office""), and Alison Pill (""The Newsroom"") as teachers who fight to survive the mayhem while hilariously bickering in an uncomfortable love triangle on the worst Monday of their lives.",cannibalism;child burning;coworker coworker relationship;school;colleague colleague relationship;hen;chicken;chicken farm;farm;incompetence;killing an animal;dead chicken;incompetent man;worm;fast food;camera shot of mouth;close up of mouth;listening to a radio;alarm clock;radio alarm clock;chicago illinois;camera shot of bare feet;camera shot of feet;camera shot of a man's bare feet;barefoot male;sleeping in underwear;manuscript;writing a book;writer;writer as protagonist;tape recorder;teacher;teacher as protagonist;gay teacher;summer school;overweight man;morbidly obese man;drug dealer;transmitter;writing on a dirty car window;f word;boy;girl;little boy;little girl;long haired male;writing on a car window;arrogance;gay stereotype;morbidly obese;overheard conversation;awkward situation;passive aggressive woman;passive aggressive behavior;matronizing;push button;paranoid woman;delusional woman;delusion;delusional disorder;drinking coffee;reunion;replacement teacher;reading a book;arrogant woman;socially awkward man;socially awkward;passive aggressive man;arrogant man;eccentric man;eccentric woman;writing a novel;novel;novelist;reference to stephen king's christine;incompetent teacher;reference to jason patric;sitting on table;teacher writing name on blackboard;jason patric fan;childhood friend;bullying;bully;school bully;classroom;c word;substitute;writing on a blackboard;biology teacher;biology class;reference to god;neurotic;neurotic woman;neurotic teacher;lack of money;rudeness;rude boy;biblical reference;xenophobia;xenophobic remark;xenophobic boy;ethnicity slur;brat;spoiled brat;spoiled boy;reading aloud;classmate classmate relationship;schoolmate schoolmate relationship;biting someone;evil boy;zombie girl;evil child;school nurse;nurse;wound;blood;gym teacher;malice;malicious boy;womanchild;stoner;immature man;picking one's nose;jealous man;jealous boyfriend;zombie boy;epidemic;urban fantasy;gym class;violence;violent boy;violent girl;childish man;childish woman;childish behavior;cannibal;outburst;violent outburst;spurting blood;child antagonist;massacre;carnage;alarm;disembodied arm;arm torn off;man punches a boy;man punches a boy in the face;emergency call;telephone call;police car;policeman;junkie;infection;carrying someone;finger injury;hand injury;listening to music;listening to music in a car;throwing something at someone;crying for help;screaming woman;scream;locked in;locked door;carrying someone on one's back;survival;dark comedy;nerd boy;nerdy boy;blister;violin;tambourine;vomiting;nipples visible through clothing;rivalry;rival;arm injury;man carries a man on his back;quarantine;listening to a car radio;gag reflex;camera shot of eyes;close up of eyes;disembodied finger;disembodied head;disembodied eye;stomach ache;climbing a tree;chase;hit on the head;hit with a fire extinguisher;fire extinguisher as weapon;misandry;beating;beaten to death with a fire extinguisher;misandric woman;undead;undead boy;undead girl;blood stain;fainting;fainting man;misandrist;giraffe;talking giraffe;talking to a giraffe;talking to an animal;brain;disembodied brain;delusional man;blackout;diabetic;diabetes;janitor;air conditioning shaft;flashlight;evacuation;contagion;team work;air shaft;crawling;crawling through an air shaft;step ladder;romantic rivalry;love triangle;workplace romance;tricycle;riding a tricycle;covering one's mouth;watching tv;screaming girl;dispenser;food dispenser;diabetic boy;finding a dead body;discovering a dead body;trapped;mistaken belief that someone is dead;confession;low self esteem;self esteem;pill;coming out;setting a fire;asian in usa;hit on the head with a ball;reference to danielle steel;one against many;death;full moon;house on fire;child on fire;facial disfigurement;hit by a car;crushed by a car;escape;on the run;driving car until out of gas;death by immolation;foot chase;burned to death;writer's block;struggling writer;failed expectation;bechdel test failed;character repeats someone else's dialogue;child in jeopardy;murder of a child;death of a child;knocking on a door;man wears underwear;male vomits;man hits a boy;man reads a book;apology;bloody body of a child;bloody face;blood on hands;murder;adult child lives at home;former classmate former classmate relationship;former classmate former classmate reunion;dead children;mass child killing;former schoolmate former schoolmate relationship;former schoolmate former schoolmate reunion;lionsgate;elementary school;virus;cooties;illinois;chicken nugget;zombie;gross out comedy;drug humor;zombie spoof;spoof;satire;scene after end credits;open ended;title at the end;burned alive;person on fire;crushed to death;hit by a truck;gash in the face;jaw ripped off;montage;self sacrifice;electrocution;brawl;impalement;stabbed to death;stabbed in the chest;hit with a baseball;gay character;face slap;kicked in the face;walkie talkie;radio;news report;exposed brain;hallucination;van;covered in blood;killer baby;beaten to death;head bashed in;matricide;intestines;severed finger;severed head;eyeball;locked in a closet;boyfriend girlfriend relationship;reference to batman;severed arm;arm ripped off;blood splatter;gore;eaten alive;killer child;slow motion scene;reference to 9 11;reference to keanu reeves;reference to sandra bullock;reference to stephen king;aspiring writer;teachers' lounge;vice principal;mother son relationship;written by star;scene during opening credits;neck breaking;small town;elementary school teacher;recess;magic mushroom;murder of a police officer;cell phone;hit with a hockey stick;feral child;finger bitten off;hit on the head with a fire extinguisher;puberty;baseball machine;funhouse;zombie apocalypse;school janitor;candy bar;diabetic child;reunited friends;air duct;jealousy;killing a chicken;pandemic;zombie child;bitten in the face;substitute teacher;one word title;title spoken by character
The Stream,5,139,1,1,Adventure;Comedy;Family,,friend
The High Fructose Adventures of Annoying Orange,2,3.2K,37,2,Animation;Action;Adventure,A television series of the popular YouTube series ''Annoying Orange''. Where Orange (Dane Boedigheimer) goes on an adventure with his friends. His weird friend Nerville (Toby Turner) basically played by a YouTuber has a fear of aliens. So Orange and his friends is the one that can stop the adventure.,cartoon network;castle thunder
The Office,9,523K,1.5K,65,Comedy,,office;mockumentary;cringe comedy;job;sitcom;workplace;office romance;employer employee relationship;based on british tv series;employment;fourth wall;prank;satire;man wears eyeglasses;woman wears eyeglasses;remake;scranton pennsylvania;breaking the fourth wall;cult tv;closeted homosexual;awkward silence;title spoken by character;actor shares first name with character;bullying;bully;workplace bullying;white male lead in a diverse cast;male protagonist;character has same name as actor;mockumentary comedy;timeframe 2000s;timeframe 2010s;sitcom comedy;satire comedy;fake documentary;frat pack;romantic tension;pretzel;beet farm;accountant;office temp;workplace abuse;pantyhosed leg;pennsylvania;2010s;2000s;famous line;downsizing;alcoholic
"Few Options, All Bad",5.8,516,13,7,Crime;Drama,"When a convicted drug courier leaves prison after 22 years for one youthful mistake, he just wants to start over and obey the law. But, unable to find work, he's forced to take a supposedly legitimate job with his old crime partners. And they have big plans for their newest employee.",drugs;prison;prison sentence;prisoner
Beastie Boys: Make Some Noise,8.6,774,3,,Short;Comedy;Music,,beer can;delorean;time travel;younger self;older self;vandalism;party;drunk;arrest;policeman;skirt suit;church;rap;rap music;metal music;gothic subculture;reference to vincent van gogh;painter;artist;celebrity cameo;champagne;breaking window;rampage;beer;buying liquor;delorean dmc 12;music video
CollegeHumor Originals,7.6,1.4K,5,,Comedy,"Funny sketches with crude, adult, and undeniably hilarious comedy.",irreverence;pop culture;stand up comedian;social satire;comedian;parody;satire;spoof;joke;sketch comedy;web series
Beastie Boys: Fight for Your Right Revisited,8,4.9K,8,5,Short;Comedy;Music,"Following the conclusion of the storyline in the ""Fight For Your Right"" music video, the Beasties break into a liquor store, drop acid with groupies, and get into a breakdance competition with time-traveling future versions of themselves.",older self;younger self;colored smoke;police officer;future;throwing a beer can;urinating on the street;time traveler;taxi;beer can;staircase conversation;window smashing;reference to jon bon jovi;dance battle;rap;urination;trio;disrespect;staircase;breaking a window
Super: Deleted Scene,7.4,53,,,Short,,deleted scene
Family Guy,8.2,324K,712,65,Animation;Comedy,,animal as human;sexual innuendo;adult animation;sadomasochism;2d animation;sexual behavior;derivative;timeframe 2020s;dog;baby;dysfunctional family;talking dog;two word title;anthropomorphism;bad parenting;homosexual subtext;plagiarism;f word;anthropomorphic dog;family relationships;housewife;big nose;earring;pearl earring;lipstick;trousers;slipper;jewish descent;secular jew;beanie cap;beanie;meganekko;geek chic;geek;nerd;myopia;cheerleader;bully;bullying;thick eyeglasses;nearsightedness;cell phone;cringe comedy;surrealism;polygamy;besteirol;wheelchair;marriage;neighbor;pedophilia;disguise;flashback;controversy;mother daughter relationship;redhead;adult humor;eyeglasses;male protagonist;profanity;family as protagonists;cartoon dog;brother brother relationship;brother sister relationship;mother son relationship;stay at home mom;teenager;crude humor;religion;musical number;labrador retriever;theme song;irreverence;stupidity;teacher;piano;giant chicken;old man;humor;sexuality;freak;bisexuality;gross out comedy;dysfunctional marriage;scatological humor;nuclear family;brunette;abuse;ignorance;unpopularity;friendship;african american;sexual promiscuity;breadwinner;car;pervert;blood;gore;joke;friends who hate each other;fictional city;house;blue collar worker;spoiled child;precocious child;gay;pet;pop culture;alcoholism;catchphrase;police officer;bar;human animal relationship;redheaded woman;high school;school;self referential;pun;goofball;best friend;couple;adult as child;series in series;couch;doctor;fox network;lack of respect;absurd comedy;man wears eyeglasses;girl wears eyeglasses;peter griffin character;meg griffin character;glenn quagmire character;lois griffin character;stewie griffin character;chris griffin character;brian griffin character;herbert the pervert character;cleveland brown character;joe swanson character;actor voicing multiple characters;dog drives a car;teenage girl;teenage boy;man uses a wheelchair;husband wife relationship;married couple;father in law son in law relationship;for grown ups animation;timeframe 1990s;timeframe 2000s;timeframe 2010s;timeframe 21st century;lesbian;sitcom comedy;rhode island;baby dog friendship;protestant;church;catholic;priest;race relations;anthropomorphic animal;narcissism;football head;newscaster;class differences;monkey;chicken;womanizer;stereotype;singing;satire;running gag;piano teacher;mayor;talking pet;child neglect;sexual humor;irish american;evil child;matricide;talking baby;small town;depiction of god;obesity;animal that acts human;talking animal;father daughter relationship;father son relationship;title spoken by character;bleeped dialogue;dark comedy;topical humor;sexual attraction;sexual desire;actor playing himself;black comedy;absurdism;political satire;media spoof;awareness that one is a cartoon character;breaking the fourth wall;slapstick comedy;shock humor;parody;deadbeat dad;macho man;cult tv;famous opening theme;sitcom;spoof
